Hostname, Application Class, Instance, Parameter, Thresholds, Alarm Email, Warning Email, Blackout Period
ALABAMA,NT_CPU,CPU_2,CPUprcrPrivTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU_2,CPUprcrProcessorTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU_2,CPUprcrUserTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU_3,CPUprcrPrivTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU_3,CPUprcrProcessorTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU_3,CPUprcrUserTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU__Total,CPUprcrPrivTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU__Total,CPUprcrProcessorTimePercent,ALARM if value is between 99 and 100 after 60 cycles <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_CPU,CPU__Total,CPUprcrUserTimePercent,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_FAILURE_203,ELMInformation,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_JOB_FAILURE_17052,ELMError,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_JOB_FAILURE_17052,ELMErrorNotification,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_JOB_FAILURE_208,ELMWarning,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_JOB_FAILURE_208,ELMWarningNotification,WARNING if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_PERC_EVENT_MONITORING,ELMError,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_APPLICATION_PERC_EVENT_MONITORING,ELMWarning,WARNING if value is between 1 and 500 <BR>ALARM if value is between 500 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_SYSTEM_ADV_OPENMANAGE,ELMError,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_SYSTEM_PERC_EVENT_MONITORING,ELMError,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_EVINSTS,NT_EV_SYSTEM_PERC_EVENT_MONITORING,ELMWarning,WARNING if value is between 1 and 500 <BR>ALARM if value is between 500 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,DiskUsage,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,EventLogErrors,ALARM if value is between 1 and 4000 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,MemoryUsage,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 80 and 90 after 5 cycles <BR>ALARM if value is between 90 and 100 after 5 cycles <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,ProcessorUtilization,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 80 and 90 after 5 cycles <BR>ALARM if value is between 90 and 100 after 5 cycles <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,ResourceContention,ALARM if value is equal to 1 after 5 cycles <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_HEALTH,NT_HEALTH,SystemPaging,ALARM if value is above 100 or below 0 <BR>WARNING if value is between 80 and 90 after 5 cycles <BR>ALARM if value is between 90 and 100 after 5 cycles <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uma_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00uxp_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00vq9_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00yem_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zl0_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_00zxg_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,orabkup_alabama_full_010ac_00001,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,winlogon_job_0_24d82a,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobPercentActProcessLimit,WARNING if value is between 80 and 101 <BR>ALARM if value is between 101 and 120 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobPercentUserTimeLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobRulesChanged,ALARM if value is between 1 and 12 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS,_total,JobUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCDown,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCDown,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCDown,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentMemoryLimit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPercentUserTimeLImit,WARNING if value is between 80 and 90 <BR>ALARM if value is between 90 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCPrivTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCProcessorTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCStatus,WARNING if value is between 1 and 3 <BR>ALARM if value is between 3 and 7 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
ALABAMA,NT_JOBS_PROCESS,jobprocess_cmd__c,PROCUserTimePercent,WARNING if value is between 90 and 95 <BR>ALARM if value is between 95 and 100 <BR>Cycle time is 1 minutes,,, 00:00--00:00<br>
